,genres,app_name,title,price,item_id,developer,release_year,user_id,item_name,playtime_forever
0,"['Action', 'Indie', 'Racing']",Carmageddon Max Pack,Carmageddon Max Pack,9.99,282010,Stainless Games Ltd,1997,76561198063896904,Carmageddon Max Pack,5.0
1,"['Action', 'Indie', 'Racing']",Carmageddon Max Pack,Carmageddon Max Pack,9.99,282010,Stainless Games Ltd,1997,76561198091362266,Carmageddon Max Pack,13.0
2,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,DingarooEF,Half-Life,108.0
3,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561197986552406,Half-Life,32.0
4,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198103927245,Half-Life,10.0
5,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198284930487,Half-Life,227.0
6,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,relegencez,Half-Life,36.0
7,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198065102350,Half-Life,1.0
8,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,MargeShrimpson,Half-Life,633.0
9,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198002257948,Half-Life,27.0
10,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,ApexAgera,Half-Life,1489.0
11,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198026289602,Half-Life,3.0
12,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198077013156,Half-Life,16.0
13,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198093191957,Half-Life,4.0
14,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,lightjuddzy,Half-Life,33.0
15,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,branster5,Half-Life,21.0
16,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,monsieurlamb,Half-Life,890.0
17,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198092674981,Half-Life,8.0
18,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198093282552,Half-Life,451.0
19,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,creepeykiller,Half-Life,622.0
20,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198064486084,Half-Life,99.0
21,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,vengerfire,Half-Life,1841.0
22,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198063461380,Half-Life,4.0
23,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,Ctoer,Half-Life,168.0
24,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198080855979,Half-Life,392.0
25,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198069116261,Half-Life,1395.0
26,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,Arkvoir,Half-Life,33.0
27,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198120435703,Half-Life,33.0
28,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198068133488,Half-Life,539.0
29,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198082934888,Half-Life,95.0
30,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198023843779,Half-Life,409.0
31,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,Tulen4k123,Half-Life,74.0
32,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198076352288,Half-Life,141.0
33,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,HOOD4R,Half-Life,291.0
34,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198044496533,Half-Life,1211.0
35,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198088035972,Half-Life,339.0
36,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198084293747,Half-Life,43.0
37,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,thebigchiklis,Half-Life,84.0
38,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198162994701,Half-Life,13.0
39,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,BlazeXERs,Half-Life,88.0
40,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198051215432,Half-Life,139.0
41,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198082325305,Half-Life,590.0
42,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198070613130,Half-Life,133.0
43,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561197997357594,Half-Life,14.0
44,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198063988987,Half-Life,62.0
45,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198062935320,Half-Life,533.0
46,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198043068128,Half-Life,339.0
47,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198081497644,Half-Life,1.0
48,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,sjh,Half-Life,216.0
49,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561197992932254,Half-Life,687.0
50,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,MATEUPHET,Half-Life,468.0
51,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,merodoc,Half-Life,87.0
52,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,ThatKidRanga,Half-Life,1.0
53,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,shanelulz,Half-Life,133.0
54,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,epicmorschmellowz,Half-Life,471.0
55,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198044171387,Half-Life,60.0
56,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198045152576,Half-Life,8.0
57,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,warung,Half-Life,59.0
58,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,tomsaxo,Half-Life,76.0
59,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,HOTMEAT,Half-Life,788.0
60,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198052823187,Half-Life,5599.0
61,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198055517511,Half-Life,789.0
62,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,MentosGaming,Half-Life,829.0
63,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198065423408,Half-Life,157.0
64,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,ItsMyMommasRecipe,Half-Life,17.0
65,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198065956332,Half-Life,19.0
66,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198067916725,Half-Life,8.0
67,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198068526086,Half-Life,57.0
68,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,CS101HU,Half-Life,1621.0
69,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198071436965,Half-Life,44.0
70,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198072729088,Half-Life,916.0
71,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,porterbeans,Half-Life,1.0
72,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,nossila,Half-Life,739.0
73,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198074803924,Half-Life,157.0
74,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,OHMEGA101,Half-Life,64.0
75,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198082081096,Half-Life,335.0
76,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198084774946,Half-Life,40.0
77,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198088598699,Half-Life,488.0
78,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198088757963,Half-Life,140.0
79,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198091092718,Half-Life,4.0
80,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198091917113,Half-Life,170.0
81,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198094484732,Half-Life,241.0
82,['Action'],Half-Life,Half-Life,9.99,70,Valve,1998,76561198097796479,Half-Life,38.0
